IPO Date,Symbol,Company Name,IPO Price,Current,Return
"Dec 1, 2021",ROCL,Roth CH Acquisition V Co.,$10.00,$9.78,-2.20%
"Dec 1, 2021",PACI,PROOF Acquisition Corp. I,$10.00,$9.83,-1.70%
"Dec 1, 2021",TLGY,TLGY Acquisition Corporation,$10.00,$9.81,-1.90%
"Nov 30, 2021",CNGL,Canna-Global Acquisition Corp.,$10.00,$9.90,-1.00%
"Nov 24, 2021",MNTN,Everest Consolidator Acquisition Corporation,$10.00,$9.93,-0.70%
"Nov 24, 2021",BRD,Beard Energy Transition Acquisition Corp.,$10.00,$9.88,-1.20%
"Nov 24, 2021",AERC,"AeroClean Technologies, Inc.",$10.00,$4.43,-55.70%
"Nov 23, 2021",MAAQ,Mana Capital Acquisition Corp.,$10.00,$9.85,-1.50%
"Nov 23, 2021",VHNA,Vahanna Tech Edge Acquisition I Corp.,$10.00,$9.95,-0.50%
"Nov 22, 2021",LGTO,Legato Merger Corp. II,$10.00,$9.84,-1.60%
"Nov 22, 2021",LAX,8i Acquisition 2 Corp.,$10.00,$9.77,-2.30%
"Nov 19, 2021",AHI,Advanced Human Imaging Limited,$10.50,$1.94,-81.52%
"Nov 19, 2021",ALOR,ALSP Orchid Acquisition Corporation I,$10.00,$9.88,-1.20%
"Nov 19, 2021",FINW,FinWise Bancorp,$10.50,$19.09,81.81%
"Nov 19, 2021",CREC,Crescera Capital Acquisition Corp.,$10.00,$9.79,-2.10%
"Nov 19, 2021",NFNT,Infinite Acquisition Corp.,$10.00,$9.80,-2.00%
"Nov 19, 2021",LITM,Snow Lake Resources Ltd.,$7.50,$5.79,-22.80%
"Nov 19, 2021",ZING,FTAC Zeus Acquisition Corp.,$10.00,$9.75,-2.50%
"Nov 19, 2021",IFIN,InFinT Acquisition Corporation,$10.00,$9.92,-0.80%
"Nov 18, 2021",BLEU,bleuacacia ltd.,$10.00,$9.70,-3.00%
"Nov 18, 2021",ARIZ,Arisz Acquisition Corp.,$10.00,$9.82,-1.79%
"Nov 18, 2021",SG,"Sweetgreen, Inc.",$28.00,$26.47,-5.46%
"Nov 17, 2021",SEV,Sono Group N.V.,$15.00,$5.52,-63.20%
"Nov 17, 2021",SGII,Seaport Global Acquisition II Corp.,$10.00,$9.84,-1.60%
"Nov 17, 2021",BRZE,"Braze, Inc.",$65.00,$52.65,-19.00%
"Nov 17, 2021",NETC,Nabors Energy Transition Corp.,$10.00,$9.90,-1.00%
"Nov 17, 2021",USER,"UserTesting, Inc.",$14.00,$6.95,-50.36%
"Nov 17, 2021",IREN,Iris Energy Limited,$28.00,$12.50,-55.36%
"Nov 17, 2021",LFAC,LF Capital Acquisition Corp. II,$10.00,$9.95,-0.50%
"Nov 17, 2021",SUAC,ShoulderUp Technology Acquisition Corp.,$10.00,$9.84,-1.60%
"Nov 16, 2021",ENCP,Energem Corp.,$10.00,$9.92,-0.80%
"Nov 12, 2021",MCAG,Mountain Crest Acquisition Corp. V,$10.00,$9.76,-2.40%
"Nov 12, 2021",MYNA,Mynaric AG,$17.48,$10.82,-38.13%
"Nov 12, 2021",IRRX,Integrated Rail &amp; Resources Acquisition Corp.,$10.00,$9.89,-1.10%
"Nov 12, 2021",DERM,Journey Medical Corporation,$10.00,$5.58,-44.25%
"Nov 12, 2021",BTBD,"BT Brands, Inc.",$5.00,$2.63,-47.40%
"Nov 11, 2021",PIK,Kidpik Corp.,$8.50,$4.65,-45.29%
"Nov 11, 2021",WBEV,"Winc, Inc.",$13.00,$5.86,-54.92%
"Nov 11, 2021",VAXX,"Vaxxinity, Inc.",$13.00,$6.53,-49.77%
"Nov 11, 2021",LGVC,LAMF Global Ventures Corp. I,$10.00,$9.82,-1.80%
"Nov 11, 2021",BEAT,"HeartBeam, Inc.",$6.00,$2.10,-65.00%
"Nov 11, 2021",LVLU,"Lulu's Fashion Lounge Holdings, Inc.",$16.00,$9.24,-42.25%
"Nov 11, 2021",VMGA,VMG Consumer Acquisition Corp.,$10.00,$9.88,-1.20%
"Nov 11, 2021",WEAV,"Weave Communications, Inc.",$24.00,$8.68,-63.83%
"Nov 11, 2021",TIVC,"Tivic Health Systems, Inc.",$5.00,$1.58,-68.40%
"Nov 11, 2021",BLZE,"Backblaze, Inc.",$16.00,$11.97,-25.19%
"Nov 10, 2021",BJDX,"Bluejay Diagnostics, Inc.",$10.00,$1.29,-87.10%
"Nov 10, 2021",CINT,CI&amp;T Inc.,$15.00,$12.43,-17.13%
"Nov 10, 2021",ACDI,Ascendant Digital Acquisition Corp. III,$10.00,$9.95,-0.50%
"Nov 10, 2021",RIVN,"Rivian Automotive, Inc.",$78.00,$60.36,-22.62%
"Nov 10, 2021",CBRG,Chain Bridge I,$10.00,$9.84,-1.57%
"Nov 10, 2021",RCFA,RCF Acquisition Corp.,$10.00,$9.82,-1.80%
"Nov 10, 2021",BCSA,Blockchain Coinvestors Acquisition Corp. I,$10.00,$9.83,-1.70%
"Nov 10, 2021",AFAC,Arena Fortify Acquisition Corp.,$10.00,$9.93,-0.75%
"Nov 10, 2021",EXFY,"Expensify, Inc.",$27.00,$25.42,-5.85%
"Nov 9, 2021",APN,Apeiron Capital Investment Corp.,$10.00,$9.96,-0.40%
"Nov 9, 2021",TCBX,"Third Coast Bancshares, Inc.",$25.00,$23.88,-4.48%
"Nov 9, 2021",GVCI,Green Visor Financial Technology Acquisition Corp. I,$10.00,$9.95,-0.50%
"Nov 9, 2021",SOPA,Society Pass Incorporated,$9.00,$3.98,-55.78%
"Nov 9, 2021",HTAQ,Hunt Companies Acquisition Corp. I,$10.00,$9.94,-0.60%
"Nov 9, 2021",STRN,"Stran &amp; Company, Inc.",$4.15,$1.92,-53.73%
"Nov 9, 2021",DPCS,DP Cap Acquisition Corp. I,$10.00,$9.90,-1.00%
"Nov 9, 2021",OLIT,OmniLit Acquisition Corp.,$10.00,$10.10,1.00%
"Nov 5, 2021",CIAN,Cian PLC,$16.00,$8.74,-45.38%
"Nov 5, 2021",RRAC,Rigel Resource Acquisition Corp.,$10.00,$9.86,-1.40%
"Nov 5, 2021",RGF,"Real Good Food Company, Inc.",$12.00,$6.00,-50.04%
"Nov 5, 2021",IOBT,"IO Biotech, Inc.",$14.00,$7.99,-42.93%
"Nov 5, 2021",NPAB,New Providence Acquisition Corp. II,$10.00,$9.84,-1.60%
"Nov 5, 2021",SVNA,7 Acquisition Corporation,$10.00,$9.86,-1.40%
"Nov 5, 2021",MCAA,Mountain &amp; Co. I Acquisition Corp.,$10.00,$10.01,0.10%
"Nov 5, 2021",IQMD,Intelligent Medicine Acquisition Corp.,$10.00,$9.91,-0.90%
"Nov 5, 2021",MYNZ,Mainz Biomed B.V.,$5.00,$12.82,156.40%
"Nov 4, 2021",DHAC,Digital Health Acquisition Corp.,$10.00,$9.93,-0.70%
"Nov 4, 2021",NRDS,"NerdWallet, Inc.",$18.00,$14.65,-18.61%
"Nov 4, 2021",CNDB,Concord Acquisition Corp. III,$10.00,$9.87,-1.30%
"Nov 4, 2021",JUN,Juniper II Corp.,$10.00,$9.85,-1.50%
"Nov 4, 2021",TOAC,Talon 1 Acquisition Corp.,$10.00,$9.96,-0.40%
"Nov 4, 2021",LGST,Semper Paratus Acquisition Corporation,$10.00,$9.95,-0.50%
"Nov 4, 2021",LION,Lionheart III Corp.,$10.00,$9.89,-1.10%
"Nov 4, 2021",SZZL,Sizzle Acquisition Corp.,$10.00,$10.05,0.50%
"Nov 4, 2021",EVO,Evotec SE,$26.16,$20.55,-21.44%
"Nov 4, 2021",FNVT,Finnovate Acquisition Corp.,$10.00,$9.86,-1.40%
"Nov 4, 2021",MDXH,MDxHealth SA,$13.46,$8.59,-36.18%
"Nov 4, 2021",ARHS,"Arhaus, Inc.",$13.00,$8.31,-36.12%
"Nov 4, 2021",CDRE,"Cadre Holdings, Inc.",$13.00,$22.09,69.92%
"Nov 4, 2021",SHCA,Spindletop Health Acquisition Corp.,$10.00,$9.95,-0.50%
"Nov 4, 2021",MPRA,Mercato Partners Acquisition Corporation,$10.00,$9.84,-1.60%
"Nov 3, 2021",FRLA,Fortune Rise Acquisition Corp.,$10.00,$9.99,-0.10%
"Nov 3, 2021",INTE,Integral Acquisition Corporation 1,$10.00,$9.82,-1.80%
"Nov 3, 2021",TGVC,TG Venture Acquisition Corp.,$10.00,$9.85,-1.50%
"Nov 3, 2021",CMTG,"Claros Mortgage Trust, Inc.",$18.65,$17.74,-4.88%
"Nov 3, 2021",MLAI,McLaren Technology Acquisition Corp.,$10.00,$9.90,-1.00%
"Nov 3, 2021",TRAQ,Trine II Acquisition Corp.,$10.00,$9.84,-1.60%
"Nov 3, 2021",BIRD,"Allbirds, Inc.",$15.00,$11.45,-23.67%
"Nov 3, 2021",ONYX,Onyx Acquisition Co. I,$10.00,$9.95,-0.47%
"Nov 1, 2021",LIBY,Liberty Resources Acquisition Corp.,$10.00,$9.93,-0.70%
"Nov 1, 2021",VSAC,Vision Sensing Acquisition Corp.,$10.00,$9.93,-0.70%
"Nov 1, 2021",LIAN,LianBio,$16.00,$3.53,-77.94%
"Oct 29, 2021",SONX,"Sonendo, Inc.",$12.00,$6.06,-49.50%
"Oct 29, 2021",HRT,HireRight Holdings Corporation,$19.00,$13.56,-28.63%
"Oct 29, 2021",SEDA,SDCL EDGE Acquisition Corporation,$10.00,$9.65,-3.50%
"Oct 29, 2021",AURA,"Aura Biosciences, Inc.",$14.00,$18.20,30.00%
"Oct 29, 2021",UDMY,"Udemy, Inc.",$29.00,$14.89,-48.66%
"Oct 29, 2021",AEAE,AltEnergy Acquisition Corp.,$10.00,$9.89,-1.10%
"Oct 29, 2021",BFRI,"Biofrontera, Inc.",$5.00,$3.97,-20.60%
"Oct 29, 2021",AIRS,"AirSculpt Technologies, Inc.",$11.00,$13.59,23.55%
"Oct 29, 2021",TRDA,"Entrada Therapeutics, Inc.",$20.00,$9.08,-54.63%
"Oct 29, 2021",CCTS,Cactus Acquisition Corp. 1 Limited,$10.00,$9.89,-1.10%
"Oct 29, 2021",ARCK,Arbor Rapha Capital Bioholdings Corp. I,$10.00,$9.98,-0.20%
"Oct 29, 2021",PEGR,Project Energy Reimagined Acquisition Corp.,$10.00,$9.68,-3.20%
"Oct 28, 2021",DTC,"Solo Brands, Inc.",$17.00,$10.27,-39.59%
"Oct 28, 2021",FIAC,Focus Impact Acquisition Corp.,$10.00,$9.86,-1.40%
"Oct 28, 2021",FLNC,"Fluence Energy, Inc.",$28.00,$15.61,-44.25%
"Oct 28, 2021",ADAL,Anthemis Digital Acquisitions I Corp.,$10.00,$9.91,-0.90%
"Oct 28, 2021",PCCT,Perception Capital Corp. II,$10.00,$9.95,-0.50%
"Oct 28, 2021",SCMA,Seaport Calibre Materials Acquisition Corp.,$10.00,$9.84,-1.60%
"Oct 28, 2021",GFS,GlobalFoundries Inc.,$47.00,$49.34,4.98%
"Oct 27, 2021",IOAC,Innovative International Acquisition Corp.,$10.00,$9.93,-0.70%
"Oct 27, 2021",DMAQ,Deep Medicine Acquisition Corp.,$10.00,$9.89,-1.10%
"Oct 27, 2021",INFA,Informatica Inc.,$29.00,$26.35,-9.14%
"Oct 27, 2021",OHAA,OPY Acquisition Corp. I,$10.00,$9.74,-2.60%
"Oct 27, 2021",AIP,"Arteris, Inc.",$14.00,$14.28,2.00%
"Oct 27, 2021",PHYT,Pyrophyte Acquisition Corp.,$10.00,$9.98,-0.20%
"Oct 27, 2021",RENT,"Rent The Runway, Inc.",$21.00,$4.99,-76.24%
"Oct 27, 2021",USCT,TKB Critical Technologies 1,$10.00,$9.90,-1.00%
"Oct 27, 2021",LVAC,LAVA Medtech Acquisition Corp.,$10.00,$9.92,-0.80%
"Oct 27, 2021",MRAI,"Marpai, Inc.",$4.00,$2.00,-50.00%
"Oct 22, 2021",ICNC,Iconic Sports Acquisition Corp.,$10.00,$9.91,-0.90%
"Oct 22, 2021",MBSC,M3-Brigade Acquisition III Corp.,$10.00,$9.94,-0.60%
"Oct 22, 2021",ARIS,"Aris Water Solutions, Inc.",$13.00,$12.17,-6.38%
"Oct 22, 2021",UTRS,"Minerva Surgical, Inc.",$12.00,$4.94,-58.83%
"Oct 22, 2021",XLO,"Xilio Therapeutics, Inc.",$16.00,$9.93,-37.94%
"Oct 22, 2021",PGSS,Pegasus Digital Mobility Acquisition Corp.,$10.00,$9.82,-1.80%
"Oct 21, 2021",COCO,"The Vita Coco Company, Inc.",$15.00,$11.35,-24.33%
"Oct 21, 2021",ENFN,"Enfusion, Inc.",$17.00,$13.23,-22.18%
"Oct 21, 2021",XFIN,ExcelFin Acquisition Corp.,$10.00,$9.84,-1.60%
"Oct 21, 2021",GOGN,GoGreen Investments Corporation,$10.00,$9.94,-0.60%
"Oct 21, 2021",PTLO,Portillo's Inc.,$20.00,$25.86,29.30%
"Oct 21, 2021",NHIC,NewHold Investment Corp. II,$10.00,$9.74,-2.60%
"Oct 21, 2021",THAC,Thrive Acquisition Corporation,$10.00,$9.94,-0.60%
"Oct 21, 2021",PX,"P10, Inc.",$12.00,$12.51,4.25%
"Oct 21, 2021",VTYX,"Ventyx Biosciences, Inc.",$16.00,$12.70,-20.63%
"Oct 21, 2021",ENER,Accretion Acquisition Corp.,$10.00,$9.75,-2.50%
"Oct 21, 2021",RWAY,Runway Growth Finance Corp.,$14.60,$13.14,-10.00%
"Oct 21, 2021",GTAC,Global Technology Acquisition Corp. I,$10.00,$9.90,-1.00%
"Oct 20, 2021",ESAC,ESGEN Acquisition Corporation,$10.00,$10.38,3.80%
"Oct 20, 2021",NCAC,Newcourt Acquisition Corp.,$10.00,$9.95,-0.50%
"Oct 20, 2021",WWAC,Worldwide Webb Acquisition Corp.,$10.00,$9.77,-2.30%
"Oct 20, 2021",CNTX,"Context Therapeutics, Inc.",$5.00,$2.22,-55.60%
"Oct 20, 2021",CYN,"Cyngn, Inc.",$7.50,$1.63,-78.27%
"Oct 20, 2021",SDIG,"Stronghold Digital Mining, Inc.",$19.00,$7.93,-58.26%
"Oct 20, 2021",AXH,"Industrial Human Capital, Inc.",$10.00,$9.94,-0.60%
"Oct 20, 2021",ACAQ,Athena Consumer Acquisition Corp.,$10.00,$9.93,-0.70%
"Oct 19, 2021",FEXD,Fintech Ecosystem Development Corp.,$10.00,$9.87,-1.30%
"Oct 19, 2021",BMAQ,Blockchain Moon Acquisition Corp.,$10.00,$9.82,-1.80%
"Oct 19, 2021",ENTF,Enterprise 4.0 Technology Acquisition Corp.,$10.00,$9.87,-1.30%
"Oct 19, 2021",SMAP,SportsMap Tech Acquisition Corp.,$10.00,$9.88,-1.20%
"Oct 15, 2021",INKT,"MiNK Therapeutics, Inc.",$12.00,$3.20,-73.33%
"Oct 15, 2021",AVHI,Achari Ventures Holdings Corp. I,$10.00,$9.83,-1.70%
"Oct 15, 2021",FNA,"Paragon 28, Inc.",$16.00,$14.38,-10.13%
"Oct 15, 2021",SANB,Sanaby Health Acquisition Corp. I,$10.00,$9.97,-0.30%
"Oct 15, 2021",FOUN,Founder SPAC,$10.00,$9.96,-0.39%
"Oct 15, 2021",PEPL,PepperLime Health Acquisition Corporation,$10.00,$9.75,-2.50%
"Oct 15, 2021",CDAQ,Compass Digital Acquisition Corp.,$10.00,$9.65,-3.50%
"Oct 14, 2021",BMAC,Black Mountain Acquisition Corp.,$10.00,$9.87,-1.30%
"Oct 14, 2021",ROSE,Rose Hill Acquisition Corporation,$10.00,$9.96,-0.40%
"Oct 14, 2021",IHS,IHS Holding Limited,$21.00,$11.66,-44.48%
"Oct 14, 2021",TRIS,Tristar Acquisition I Corp.,$10.00,$9.78,-2.20%
"Oct 14, 2021",LUCD,Lucid Diagnostics Inc.,$14.00,$3.18,-77.29%
"Oct 14, 2021",GTLB,GitLab Inc.,$77.00,$61.61,-19.99%
"Oct 13, 2021",AVDX,"AvidXchange Holdings, Inc.",$25.00,$10.00,-60.00%
"Oct 13, 2021",FATP,Fat Projects Acquisition Corp.,$10.00,$9.79,-2.10%
"Oct 13, 2021",HCTI,"Healthcare Triangle, Inc.",$4.00,$1.54,-61.50%
"Oct 12, 2021",GIAC,Gesher I Acquisition Corp.,$10.00,$10.06,0.60%
"Oct 8, 2021",SAMA,Schultze Special Purpose Acquisition Corp. II,$10.00,$9.71,-2.90%
"Oct 8, 2021",ISO,IsoPlexis Corporation,$15.00,$5.53,-63.13%
"Oct 8, 2021",LCW,Learn CW Investment Corporation,$10.00,$9.75,-2.50%
"Oct 8, 2021",HWKZ,Hawks Acquisition Corp.,$10.00,$9.75,-2.50%
"Oct 8, 2021",JMAC,Jade Mountain Acquisition Corp.,$10.00,$9.95,-0.50%
"Oct 8, 2021",CGTX,"Cognition Therapeutics, Inc.",$12.00,$4.48,-62.67%
"Oct 7, 2021",IXAQ,IX Acquisition Corp.,$10.00,$9.70,-3.00%
"Oct 7, 2021",TCN,Tricon Residential Inc.,$12.40,$14.95,20.56%
"Oct 7, 2021",LTH,"Life Time Group Holdings, Inc.",$18.00,$14.35,-20.28%
"Oct 7, 2021",THRX,"Theseus Pharmaceuticals, Inc.",$16.00,$10.00,-37.50%
"Oct 6, 2021",VLCN,"Volcon, Inc.",$5.50,$2.70,-50.91%
"Oct 6, 2021",PCX,Parsec Capital Acquisitions Corp.,$10.00,$9.95,-0.50%
"Oct 6, 2021",PBAX,Phoenix Biotech Acquisition Corp.,$10.00,$9.92,-0.80%
"Oct 6, 2021",NFYS,Enphys Acquisition Corp.,$10.00,$9.66,-3.40%
"Oct 6, 2021",AVAC,"Avalon Acquisition, Inc.",$10.00,$9.89,-1.10%
"Oct 6, 2021",NVEI,Nuvei Corporation,$123.14,$57.53,-53.28%
"Oct 5, 2021",RNER,Mount Rainier Acquisition Corp.,$10.00,$9.90,-1.00%
"Oct 5, 2021",BHAC,Crixus BH3 Acquisition Corp.,$10.00,$9.77,-2.30%
"Oct 1, 2021",PYXS,"Pyxis Oncology, Inc.",$16.00,$8.68,-45.75%
"Oct 1, 2021",GATE,Marblegate Acquisition Corp.,$10.00,$9.81,-1.90%
"Oct 1, 2021",EXAI,Exscientia plc,$22.00,$18.06,-17.91%
"Oct 1, 2021",TDCX,"TDCX, Inc.",$18.00,$13.74,-23.67%
"Oct 1, 2021",MTRY,Monterey Bio Acquisition Corporation,$10.00,$9.92,-0.80%
"Oct 1, 2021",FWRG,"First Watch Restaurant Group, Inc.",$18.00,$14.95,-16.94%
"Oct 1, 2021",DMYS,"dMY Technology Group, Inc. VI",$10.00,$9.78,-2.20%
"Sep 30, 2021",ARTE,Artemis Strategic Investment Corporation,$10.00,$9.80,-2.00%
"Sep 30, 2021",OLPX,"Olaplex Holdings, Inc.",$21.00,$19.88,-5.33%
"Sep 30, 2021",HPLT,Home Plate Acquisition Corporation,$10.00,$9.70,-3.00%
"Sep 29, 2021",HCVI,Hennessy Capital Investment Corp. VI,$10.00,$9.65,-3.50%
"Sep 29, 2021",WRBY,"Warby Parker, Inc.",$40.00,$32.71,-18.23%
"Sep 29, 2021",MEKA,MELI Kaszek Pioneer Corp.,$10.00,$10.19,1.90%
"Sep 28, 2021",AMPL,"Amplitude, Inc.",$35.00,$33.22,-5.09%
"Sep 28, 2021",BACA,Berenson Acquisition Corp. I,$10.00,$9.72,-2.80%
"Sep 28, 2021",PRBM,Parabellum Acquisition Corp.,$10.00,$9.78,-2.20%
"Sep 24, 2021",DSAQ,Direct Selling Acquisition Corp.,$10.00,$9.96,-0.40%
"Sep 24, 2021",GIA,"GigCapital5, Inc.",$10.00,$9.91,-0.95%
"Sep 24, 2021",CWAN,"Clearwater Analytics Holdings, Inc.",$18.00,$17.05,-5.28%
"Sep 24, 2021",HLTH,Cue Health Inc.,$16.00,$8.64,-46.00%
"Sep 23, 2021",BRLT,"Brilliant Earth Group, Inc.",$12.00,$11.36,-5.33%
"Sep 23, 2021",STER,Sterling Check Corp.,$23.00,$19.82,-13.83%
"Sep 23, 2021",LOCC,Live Oak Crestview Climate Acquisition Corp.,$10.00,$9.68,-3.20%
"Sep 23, 2021",ARBK,Argo Blockchain Plc,$15.00,$9.63,-35.80%
"Sep 23, 2021",ESMT,"EngageSmart, Inc.",$26.00,$20.27,-22.04%
"Sep 23, 2021",RELY,"Remitly Global, Inc.",$43.00,$10.98,-74.47%
"Sep 23, 2021",SOVO,"Sovos Brands, Inc.",$12.00,$14.66,22.17%
"Sep 23, 2021",THRN,"Thorne HealthTech, Inc.",$10.00,$4.97,-50.30%
"Sep 22, 2021",IPAX,Inflection Point Acquisition Corp.,$10.00,$9.65,-3.50%
"Sep 22, 2021",ARGU,Argus Capital Corp.,$10.00,$9.92,-0.80%
"Sep 22, 2021",FRSH,Freshworks Inc.,$36.00,$19.01,-47.19%
"Sep 22, 2021",VBNK,VersaBank,$10.00,$11.32,13.20%
"Sep 22, 2021",AKA,a.k.a. Brands Holding Corp.,$11.00,$6.89,-37.36%
"Sep 22, 2021",TOST,"Toast, Inc.",$40.00,$22.05,-44.88%
"Sep 21, 2021",HHGC,HHG Capital Corporation,$10.00,$9.93,-0.70%
"Sep 16, 2021",ACT,"Enact Holdings, Inc.",$19.00,$21.25,11.84%
"Sep 16, 2021",FORG,"ForgeRock, Inc.",$25.00,$14.04,-43.84%
"Sep 16, 2021",FLYA,Soar Technology Acquisition Corp.,$10.00,$10.07,0.70%
"Sep 15, 2021",EDNC,Endurance Acquisition Corp.,$10.00,$9.78,-2.20%
"Sep 15, 2021",DICE,"DICE Therapeutics, Inc.",$17.00,$17.49,2.88%
"Sep 15, 2021",EZFL,"EzFill Holdings, Inc.",$4.00,$1.19,-70.25%
"Sep 15, 2021",DH,Definitive Healthcare Corp.,$27.00,$22.01,-18.48%
"Sep 15, 2021",BROS,Dutch Bros Inc.,$23.00,$54.75,138.04%
